Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Low Fat,FDX19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.096653312,19.10000038,235.1958008,4.199999809
Low Fat,DRJ11,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.085020341,9.5,188.7872009,4.199999809
Low Fat,NCR53,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.144920155,12.14999962,224.4403992,4.199999809
Low Fat,NCS53,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.089703478,14.5,158.3603973,4.199999809
Low Fat,NCC54,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.097629614,17.75,240.4196014,4.199999809
Low Fat,NCK05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.077389799,20.10000038,60.85359955,4.199999809
Low Fat,NCF42,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.167243764,17.35000038,176.2711945,4.199999809
Low Fat,NCM54,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.050896671,17.70000076,125.5678024,4.199999809
Low Fat,NCO06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.107940532,19.25,35.55580139,4.199999809
Low Fat,NCR30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.070933893,20.60000038,74.86959839,4.199999809
Low Fat,FDS39,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.022441883,6.894999981,143.8811951,4.199999809
Low Fat,FDV03,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.058042925,17.60000038,154.6313934,4.199999809
Low Fat,FDQ34,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.162107602,10.85000038,106.3621979,4.199999809
Low Fat,FDI33,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.028395167,16.5,91.71459961,4.199999809
Low Fat,DRB01,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.082170948,7.389999866,190.9530029,4.199999809
Low Fat,DRI01,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.034424279,7.96999979,171.8421936,4.199999809
Low Fat,DRH49,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.024635077,19.70000076,84.15920258,4.199999809
Regular,FDV48,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.051573902,9.194999695,79.86440277,4.199999809
Regular,FDT24,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.185704634,12.35000038,77.13279724,4.199999809
Regular,FDR12,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.031508509,12.60000038,170.5764008,4.199999809
Regular,FDS24,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0621727,20.85000038,90.25140381,4.199999809
Regular,FDN25,Breakfast,2000,OUT013,Tier 3,High,Supermarket Type1,0.061124627,7.894999981,58.55879974,4.199999809
Regular,FDL13,Breakfast,2000,OUT013,Tier 3,High,Supermarket Type1,0.056271702,13.85000038,232.2299957,4.199999809
Regular,FDQ49,Breakfast,2000,OUT013,Tier 3,High,Supermarket Type1,0.039215077,20.20000076,157.6629944,4.199999809
Regular,FDI50,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.030816998,8.420000076,230.8352051,4.199999809
Regular,FDH50,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.161301091,15,185.1266022,4.199999809
Regular,FDA52,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.128315404,16.20000076,178.1369934,4.199999809
Regular,FDS56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.038724612,5.784999847,263.9252014,4.199999809
Regular,FDZ32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,7.784999847,106.4963989,4.199999809
Regular,FDD44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,8.050000191,257.5646057,4.199999809
Regular,FDY20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.081684731,12.5,92.34880066,4.199999809
Regular,FDD32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.040897932,17.70000076,82.62760162,4.199999809
Regular,FDO19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.016582834,17.70000076,50.5033989,4.199999809
Regular,FDO39,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.137252569,6.985000134,183.7608032,4.199999809
Regular,FDS27,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.012447775,10.19499969,197.6109924,4.199999809
Regular,FDT51,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.010909704,11.64999962,110.8544006,4.199999809
Regular,FDW15,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.055067733,15.35000038,146.5733948,4.199999809
Regular,FDN39,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0,19.35000038,169.081604,4.199999809
Regular,FDG33,Seafood,2000,OUT013,Tier 3,High,Supermarket Type1,0.140123576,5.364999771,172.0764008,4.199999809
Regular,FDS33,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.123325877,6.670000076,90.25140381,4.199999809
Regular,FDC22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.136314869,6.889999866,195.0820007,4.199999809
Regular,FDX33,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.117387064,9.194999695,160.2577972,4.199999809
Regular,FDU10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.045653999,10.10000038,35.68479919,4.199999809
Regular,FDD10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.045982391,20.60000038,177.0343933,4.199999809
Regular,FDC29,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.024185518,8.390000343,115.717598,4.199999809
Regular,FDB58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.013485235,10.5,140.0153961,4.199999809
Regular,FDY57,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.121153332,20.20000076,97.37519836,4.199999809
Low Fat,FDA31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110459827,7.099999905,172.1080017,4.199999809
Low Fat,FDZ12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103398308,9.170000076,143.9470062,4.199999809
Low Fat,FDN48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.065215312,13.35000038,93.48040009,4.199999809
Low Fat,FDO12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.055154298,15.75,195.5451965,4.199999809
Low Fat,FDW13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.098283462,8.5,51.33240128,4.199999809
Low Fat,FDC50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.137053952,15.85000038,94.40940094,4.199999809
Low Fat,FDP26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.140121311,7.784999847,102.5306015,4.199999809
Low Fat,FDA15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016087659,9.300000191,249.6092072,4.199999809
Low Fat,FDA16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03408026,6.695000172,220.8455963,4.199999809
Low Fat,FDJ52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017859319,7.144999981,160.6578064,4.199999809
Low Fat,FDF09,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.012198395,6.215000153,37.48479843,4.199999809
Low Fat,FDP07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.090267994,18.20000076,194.7109985,4.199999809
Low Fat,DRN35,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.070533745,8.010000229,34.25320053,4.199999809
Low Fat,DRM23,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.136286139,16.60000038,171.4421997,4.199999809
Low Fat,DRP35,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091237456,18.85000038,128.9335938,4.199999809
Low Fat,NCZ53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024576874,9.600000381,186.6213989,4.199999809
Low Fat,NCR41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.018097419,17.85000038,96.90940094,4.199999809
Low Fat,NCP18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028714746,12.14999962,151.9707947,4.199999809
Low Fat,NCG07,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05271592,12.30000019,189.6529999,4.199999809
Low Fat,NCA06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,20.5,37.11899948,4.199999809
Low Fat,FDP39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.069707774,12.64999962,51.03239822,4.199999809
Low Fat,NCL31,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.120770961,7.389999866,143.4470062,4.199999809
Low Fat,NCP50,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,17.35000038,79.26180267,4.199999809
Low Fat,FDF33,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021623215,7.96999979,107.6595993,4.199999809
Low Fat,FDN10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,11.5,119.5123978,4.199999809
Low Fat,FDO33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.089686319,14.75,115.351799,4.199999809
Low Fat,FDL45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037841361,15.60000038,125.270401,4.199999809
Low Fat,FDM33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,15.60000038,220.4797974,4.199999809
Low Fat,FDV46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.012659235,18.20000076,140.7180023,4.199999809
Low Fat,DRF01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.175793409,5.65500021,146.910202,4.199999809
Low Fat,DRF60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,10.80000019,238.1564026,4.199999809
Low Fat,DRF13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02990268,12.10000038,144.3444061,4.199999809
Low Fat,DRL37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053589594,15.5,44.17699814,4.199999809
Regular,FDO48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026950104,15,220.9456024,4.199999809
Regular,FDQ47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.168871492,7.15500021,34.38740158,4.199999809
Regular,FDY35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016092971,17.60000038,45.84019852,4.199999809
Regular,FDM25,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.060912866,10.69499969,173.8712006,4.199999809
Regular,FDJ38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.040369313,8.600000381,189.753006,4.199999809
Regular,FDU37,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.104933925,9.5,78.79599762,4.199999809
Regular,FDJ26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.085110493,15.30000019,215.7218018,4.199999809
Regular,FDI02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.115031786,15.69999981,114.1202011,4.199999809
Regular,FDQ26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.068148889,13.5,58.65620041,4.199999809
Regular,FDB40,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.007570599,17.5,144.610199,4.199999809
Regular,FDG41,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076873988,8.840000153,109.9227982,4.199999809
Regular,FDR55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.132621601,12.14999962,190.1871948,4.199999809
Regular,FDY44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024503972,14.14999962,195.1109924,4.199999809
Regular,FDH45,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.106097274,15.10000038,43.27959824,4.199999809
Regular,FDZ07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,15.10000038,63.7193985,4.199999809
Regular,FDD56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.104201019,15.19999981,176.5054016,4.199999809
Regular,FDQ32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04679836,17.85000038,123.8387985,4.199999809
Regular,FDY03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076431923,17.60000038,113.2201996,4.199999809
Regular,FDL03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027190916,19.25,194.8110046,4.199999809
Regular,FDJ57,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021661527,7.420000076,187.758194,4.199999809
Regular,FDI21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.056833394,5.590000153,61.91680145,4.199999809
Regular,FDL58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074451126,5.78000021,264.5567932,4.199999809
Regular,FDU10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045878153,10.10000038,38.58480072,4.199999809
Regular,FDR34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016030343,17,228.035202,4.199999809
Regular,FDY57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.121748172,20.20000076,96.97519684,4.199999809
Regular,FDB35,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.064882204,12.30000019,93.88040161,4.199999809
Low Fat,NCE42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,21.10000038,233.2958069,4.199999809
Regular,FDT23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0750359,7.71999979,78.79859924,4.199999809
Regular,FDV16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.083268523,7.75,32.9557991,4.199999809
Regular,FDW57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.116148598,8.31000042,176.0028076,4.199999809
Regular,FDF11,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017703043,10.19499969,239.4537964,4.199999809
Low Fat,FDN24,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.112718925,12.85764534,54.29560089,4.199999809
Low Fat,FDA23,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.046958532,12.85764534,101.3015976,4.199999809
Low Fat,FDA36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.005638944,12.85764534,184.9924011,4.199999809
Low Fat,FDK48,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.037449986,12.85764534,76.73539734,4.199999809
Low Fat,FDZ60,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.118783794,12.85764534,108.5596008,4.199999809
Low Fat,FDO37,Breakfast,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.02127316,12.85764534,229.1325989,4.199999809
Low Fat,DRI51,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.042037074,12.85764534,172.6764069,4.199999809
Low Fat,FDB52,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.030288216,12.85764534,256.7672119,4.199999809
Low Fat,FDB05,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.082795449,12.85764534,245.877594,4.199999809
Low Fat,FDA20,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.06629847,12.85764534,186.8240051,4.199999809
Low Fat,FDH32,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.075691715,12.85764534,98.24099731,4.199999809
Low Fat,FDL08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.049478259,12.85764534,245.4143982,4.199999809
Low Fat,FDP56,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.046259034,12.85764534,47.46920013,4.199999809
Low Fat,FDV43,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.076483451,12.85764534,43.40859985,4.199999809
Low Fat,DRJ47,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.04403602,12.85764534,173.3079987,4.199999809
Low Fat,NCB42,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.008519718,12.85764534,116.9492035,4.199999809
Low Fat,NCI17,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.14272812,12.85764534,95.14099884,4.199999809
Low Fat,NCL29,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.113387674,12.85764534,156.9604034,4.199999809
Low Fat,NCM17,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.070791394,12.85764534,46.40859985,4.199999809
Low Fat,NCS53,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.089343436,12.85764534,157.3603973,4.199999809
Low Fat,NCW29,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.028723188,12.85764534,131.8309937,4.199999809
Low Fat,NCY29,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0768601,12.85764534,55.99300003,4.199999809
Low Fat,NCE54,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.026769591,12.85764534,77.03540039,4.199999809
Low Fat,NCI18,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.013956116,12.85764534,222.3746033,4.199999809
Low Fat,NCN18,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.124110736,12.85764534,111.7544022,4.199999809
Low Fat,FDK27,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.008903212,12.85764534,120.9756012,4.199999809
Low Fat,NCI31,Others,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.080933325,12.85764534,37.51900101,4.199999809
Low Fat,FDB59,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.01520491,12.85764534,197.2084045,4.199999809
Low Fat,FDE58,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.85764534,119.8124008,4.199999809
Low Fat,FDM21,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.064052396,12.85764534,256.1646118,4.199999809
Low Fat,FDN57,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.053971566,12.85764534,141.2153931,4.199999809
Low Fat,FDR45,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.85764534,240.6221924,4.199999809
Low Fat,FDT46,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.030657949,12.85764534,50.50080109,4.199999809
Low Fat,FDT57,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.018942606,12.85764534,236.0247955,4.199999809
Low Fat,FDZ58,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.051924191,12.85764534,121.0072021,4.199999809
Low Fat,DRI25,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.033737272,12.85764534,56.66139984,4.199999809
Low Fat,DRJ37,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.060805496,12.85764534,150.8023987,4.199999809
Low Fat,FDC35,Starchy Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.122242846,12.85764534,207.563797,4.199999809
Regular,FDA35,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.053576849,12.85764534,122.2071991,4.199999809
Regular,FDM24,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.078943223,12.85764534,152.7366028,4.199999809
Regular,FDU12,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.075384244,12.85764534,262.7568054,4.199999809
Regular,FDT11,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.029230131,12.85764534,189.4555969,4.199999809
Regular,FDE50,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.016127169,12.85764534,189.3556061,4.199999809
Regular,FDY37,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.026440214,12.85764534,143.6470032,4.199999809
Regular,FDI27,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.045763623,12.85764534,43.87440109,4.199999809
Regular,FDL39,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.06302467,12.85764534,181.6318054,4.199999809
Regular,FDW26,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.106538758,12.85764534,222.3771973,4.199999809
Regular,FDE05,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.032296885,12.85764534,144.0101929,4.199999809
Regular,FDW04,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.85764534,130.5310059,4.199999809
Regular,FDR55,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.131443918,12.85764534,189.1871948,4.199999809
Regular,FDZ43,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.056782238,12.85764534,241.2512054,4.199999809
Regular,FDE10,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.089512542,12.85764534,133.1625977,4.199999809
Regular,FDJ58,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.104786173,12.85764534,172.2763977,4.199999809
Regular,FDM22,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.041754585,12.85764534,53.4640007,4.199999809
Regular,FDU21,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.076348931,12.85764534,32.85580063,4.199999809
Low Fat,FDA15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.016047301,9.300000191,249.8092041,4.099999905
Regular,FDW12,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.035399921,12.85764534,144.5444031,4.099999905
Low Fat,NCX29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08929114,10,146.7102051,4.099999905
Regular,DRZ11,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.113123894,8.850000381,122.5388031,4.099999905
Low Fat,NCL17,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.067779712,7.389999866,143.8811951,4.099999905
Low Fat,FDA44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.053212654,19.70000076,57.89300156,4.099999905
Low Fat,FDW11,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.049058013,12.60000038,62.7193985,4.099999905
Low Fat,NCO55,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.091221854,12.80000019,105.5938034,4.099999905
Low Fat,FDV25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045838211,5.90500021,222.5455933,4.099999905
Low Fat,NCM53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.052146457,18.75,104.6279984,4.099999905
Low Fat,FDA39,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0,6.320000172,40.28219986,4.099999905
Regular,FDC60,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.115119904,5.425000191,88.35140228,4.099999905
Low Fat,FDT25,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.051038045,7.5,121.7071991,4.099999905
Low Fat,FDF05,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.027022883,17.5,262.4909973,4.099999905
Regular,FDJ34,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.093577787,11.80000019,125.9703979,4.099999905
Low Fat,FDN01,Breakfast,2015,OUT045,Tier 2,Small,Supermarket Type1,0.072545603,8.895000458,176.2369995,4.099999905
Regular,FDY03,Meat,2020,OUT017,Tier 2,Small,Supermarket Type1,0.076552406,17.60000038,110.5202026,4.099999905
Regular,FDV13,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.02747716,12.85764534,87.98560333,4.099999905
Low Fat,FDY31,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.043351896,12.85764534,146.6417999,4.099999905
Regular,FDO01,Breakfast,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.020618323,12.85764534,129.3993988,4.099999905
Regular,FDR24,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.062799379,17.35000038,88.18299866,4.099999905
Regular,FDH40,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.078929573,11.60000038,79.92759705,4.099999905
Low Fat,FDX60,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.080757581,14.35000038,81.89600372,4.099999905
Low Fat,FDT22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.112271495,10.39500046,58.22200012,4.099999905
Regular,FDF45,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.012194556,18.20000076,57.79040146,4.099999905
Regular,FDW07,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.142688841,18,88.55139923,4.099999905
Low Fat,NCF18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.089163058,18.35000038,191.3504028,4.099999905
Regular,FDM60,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.048143294,10.80000019,40.21379852,4.099999905
Low Fat,NCZ42,Household,2011,OUT010,Tier 3,Small,Grocery Store,0,10.5,238.3247986,4.099999905
Low Fat,FDR04,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.037772492,7.074999809,98.00679779,4.099999905
Low Fat,FDV39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.007309544,11.30000019,196.2425995,4.099999905
Regular,FDB29,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.052517969,16.70000076,115.4176025,4.099999905
Low Fat,FDH16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.052852619,10.5,88.78299713,4.099999905
Low Fat,NCO30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.015756784,19.5,185.0608063,4.099999905
Regular,FDO11,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.030118339,12.85764534,248.8092041,4.099999905
Low Fat,DRL23,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.015335349,18.35000038,106.6938019,4.099999905
Low Fat,NCI29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.032754432,8.600000381,140.5153961,4.099999905
Regular,FDN16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.06264811,12.60000038,104.8990021,4.099999905
Regular,FDJ21,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.038606364,16.70000076,146.5101929,4.099999905
Low Fat,FDZ22,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.045361705,9.395000458,83.82499695,4.099999905
Low Fat,FDR08,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.037699252,18.70000076,110.2885971,4.099999905
Low Fat,FDW49,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.082719631,19.5,179.3002014,4.099999905
